FID;uuid;identifier;createdBy;createdAt0;modifiedBy;modifiedA0;MoundID;Type;Source;Descripti0;LanduseAr0;LanduseOn0;Prominence;Latitude;Longitude;Northing;Easting;Accuracy;HandheldG0;Elevation;FacingDir0;Notes;Photo;HeightMax;DiameterMax;HeightMin;DiameterMin;OtherDime0;Diameter_1;OtherDim_1;ShapeNotes;Associate0;SurfaceMa0;SampleCol0;Chronolog0;Associate1;Condition;Principal0;OtherSour0;Archaeolo0;MostRecen0;MostRecen1;RTDescrip0;CommentsA0;CRMPhotos;FID_1;uuid_1;identifi_1;createdB_1;createdA_1;modified_1;modified_2;ID;FeatureAu0;FeatureTi0;Latitude_1;Longitud_1;Northing_1;Easting_1;Accuracy_1;FeatureTy0;MapSymbol;Source_1;Note;GC;DateCompl0;Descript_1;Classific0;OtherDesc0;Picture;Mound_ID;Precision;x_proj;y_proj
145;1.000.011.505.370.000.000.000.000.000.000.000;8366;Adela Sobotkova;2017-09-14 06:53:15.120 GMT;Adela Sobotkova;2017-09-14 07:02:59 GMT;8366;Burial Mound;Legacy verification;large mound;Scrub;Scrub;Lower slope;42.643.046.689.499.900;26.737.335.983.099.900;4.721.210.413.999.990.000.000;478.467.168.994.802;3.0;67; ;Northeast;#285-286;files/app/7c4f13e3-d32d-4c89-92c2-7adf94403af9_image-1505372141260.original.jpg;6;45; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Excavation; ;2 - good;Other (specify in Annotation);Unknown;01, lunette,20,4,2.5,old excavation; ;files/app/977c01b3-802d-4af3-be0e-831904609dde_image-1505372564707.original.jpg;1096;1,00E+18;203379;Samuel Riley;2017-09-21 10:09:36.737 GMT;Samuel Riley;2017-09-21 10:09:36 GMT;203379;Samuel Riley;2017-09-21 13:09:24+03:00;426.428.898.812.451;267.371.421.945.325;472.119.305.155.451;478.451.228.351.081; ;Mound;Hairy brown circle;TopomapRU 1:50k;6;Y;21-09-2017; ; ; ; ;8366;top;267.373.009;426.430.016
146;1.000.011.505.370.000.000.000.000.000.000.000;8367;Adela Sobotkova;2017-09-14 07:09:02.795 GMT;Adela Sobotkova;2017-09-14 07:09:02 GMT;8367;Burial Mound;Survey; ;Scrub;Scrub;Lower slope;42.643.822.703.100.000;26.737.591.429.300.000;4.721.296.519.000.000.000.000;478.488.377.475.988;3.0;68; ;Southwest;#287;files/app/5ab5a19d-36bf-405f-8a36-933a39185d48_image-1505373172334.original.jpg;0;35; ;30; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Construction;reservoir incorporated between two mounds, 8366-8367;2 - good;Infrastructure;Unknown; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.376.003;426.437.988
147;1.000.011.505.370.000.000.000.000.000.000.000;8368;Adela Sobotkova;2017-09-14 07:20:09.248 GMT;Adela Sobotkova;2017-09-14 07:20:09 GMT;8368;Burial Mound;Survey;ploughed up mound, extensive;Annual agriculture;Annual agriculture;Lower slope;42.642.599.881.499.900;26.737.660.787.599.900;4.721.160.718.000.000.000.000;478.493.642.139.414;3.0;69; ;Southwest;#288;files/app/8aab64b8-b890-451d-a4f1-3d8413a6c5af_image-1505373641128.original.jpg;0;25; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.376.995;426.426.010
148;1.000.011.505.370.000.000.000.000.000.000.000;8369;Adela Sobotkova;2017-09-14 07:25:30.038 GMT;Adela Sobotkova;2017-09-14 07:25:30 GMT;8369;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.642.822.506.199.900;26.738.948.425.800.000;4.721.185.111.999.990.000.000;478.599.278.044.284;3.0;70; ;Northeast;#289;files/app/9683e93c-5452-4028-94dc-2f400d2c9aa5_image-1505373970987.original.jpg;0;25; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.388.992;426.427.994
149;1.000.011.505.370.000.000.000.000.000.000.000;8370;Adela Sobotkova;2017-09-14 07:29:53.132 GMT;Adela Sobotkova;2017-09-14 07:29:53 GMT;8370;Burial Mound;Survey;decent mound with a soilmark;Annual agriculture;Annual agriculture;Lower slope;42.642.834.270.599.900;26.738.765.155.799.900;4.721.186.463.999.990.000.000;478.584.257.796.104;3.0;71; ;North;#290;files/app/cab60457-cf9e-4811-a4c4-c26d69e823c7_image-1505374217325.original.jpg;0;30; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;2 - good;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.388.000;426.427.994
150;1.000.011.505.370.000.000.000.000.000.000.000;8371;Adela Sobotkova;2017-09-14 07:36:14.336 GMT;Adela Sobotkova;2017-09-14 07:36:14 GMT;8371;Burial Mound;Survey;ploughed up mound in stony field;Annual agriculture;Annual agriculture;Lower slope;42.643.502.890.500.000;26.739.287.495.500.000;4.721.260.576.999.990.000.000;478.627.307.509.921;3.0;72; ;Northeast;#291;files/app/5421a2e7-c3cc-4ab6-bab9-ffbb7fdb679b_image-1505374579322.original.jpg;0;33; ; ; ;0.000000000000000;0.000000000000000; ;Loose artefacts;Roman tiny sherds;No; ; ;3 - damaged;Agriculture; ;2 - good;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.392.998;426.435.013
151;1.000.011.505.370.000.000.000.000.000.000.000;8372;Adela Sobotkova;2017-09-14 07:41:42.620 GMT;Adela Sobotkova;2017-09-14 07:41:42 GMT;8372;Burial Mound;Legacy verification;large mound covered by scrub;Annual agriculture;Scrub;Lower slope;42.642.988.714.099.900;26.739.533.008.399.900;4.721.203.419.999.990.000.000;478.647.258.352.481;3.0;73; ;South;#292;files/app/a606bfcf-3606-4153-9273-793395470166_image-1505374910162.original.jpg;0;30; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;1 - pristine;Post-depositional; ;1 - full;Topographic or post-depositional;Unknown; ; ; ;1098;1,00E+18;203380;Samuel Riley;2017-09-21 10:10:00.089 GMT;Samuel Riley;2017-09-21 10:10:00 GMT;203380;Samuel Riley;2017-09-21 13:09:46+03:00;426.428.503.843.202;267.395.593.252.797;472.118.805.275.355;478.649.368.477.895; ;Mound;Hairy brown circle;TopomapRU 1:50k;5;Y;21-09-2017; ; ; ; ;8372;top;267.395.000;426.430.016
152;1.000.011.505.380.000.000.000.000.000.000.000;8373;Adela Sobotkova;2017-09-14 07:56:42.598 GMT;Adela Sobotkova;2017-09-14 07:56:42 GMT;8373;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.643.247.323.799.900;26.740.067.410.100.000;4.721.232.001.000.000.000.000;478.691.156.182.184;3.0;74; ;Northeast;#298;files/app/3dd6d0a0-d7cd-4c65-87f5-c2f705cacf5f_image-1505375834401.original.jpg;1;26; ; ; ;0.000000000000000;0.000000000000000; ;Loose artefacts;Roman base with decoration;Yes; ;files/app/6abc4db3-c0db-4446-a3bb-cd13f92f4452_image-1505376013423.original.jpg;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.401.009;426.431.999
153;1.000.011.505.380.000.000.000.000.000.000.000;8374;Adela Sobotkova;2017-09-14 08:04:15.449 GMT;Adela Sobotkova;2017-09-14 08:04:15 GMT;8374;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.643.266.034.200.000;26.740.772.409.100.000;4.721.233.901.999.990.000.000;478.748.957.237.801;3.0;75; ;Northeast;#300;files/app/2e76121f-2429-4f4b-b8cb-fd5e6dd42f9b_image-1505376282464.original.jpg;0;25; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;2 - good;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.408.009;426.432.991
154;1.000.011.505.380.000.000.000.000.000.000.000;8375;Adela Sobotkova;2017-09-14 08:07:32.279 GMT;Adela Sobotkova;2017-09-14 08:07:32 GMT;8375;Burial Mound;Legacy verification;RM villa necropolis;Annual agriculture;Annual agriculture;Lower slope;42.643.372.206.000.000;26.741.424.456.800.000;4.721.245.526.999.990.000.000;478.802.447.080.859;3.0;76; ;Northeast;#301;files/app/8482e298-d029-4bc0-8e8e-8aa84899dc23_image-1505376563761.original.jpg;0;26; ; ; ;0.000000000000000;0.000000000000000; ;Loose artefacts;red fw;Yes;Roman?; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1101;1,00E+18;203382;Samuel Riley;2017-09-21 10:10:34.560 GMT;Samuel Riley;2017-09-21 10:10:34 GMT;203382;Samuel Riley;2017-09-21 13:10:23+03:00;426.431.786.335.385;267.414.141.490.177;472.122.403.546.199;47.880.153.635.326; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8375;top;267.413.998;426.433.983
155;1.000.011.505.380.000.000.000.000.000.000.000;8376;Adela Sobotkova;2017-09-14 08:14:37.902 GMT;Adela Sobotkova;2017-09-14 08:14:37 GMT;8376;Burial Mound;Survey;Roman villa necropolis;Annual agriculture;Annual agriculture;Lower slope;42.643.179.946.600.000;26.742.204.347.500.000;4.721.223.984.000.000.000.000;478.866.316.068.807;128.0;77; ;East;#302-305;files/app/837ebe0a-239b-4990-ac28-298e779a19ac_image-1505376903465.original.jpg;0;28; ; ; ;0.000000000000000;0.000000000000000; ;Loose artefacts;table amphora handle, base,..rims fit together;Yes; ;files/app/8ce03ed4-4ddc-493b-bcc5-cd4dfcccb1f3_image-1505377254402.original.jpg - files/app/fcc4bcc7-2d95-4a5e-97b6-89a16cd3b02b_image-1505377070361.original.jpg;2 - minor damage;Agriculture; ;2 - good;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.422.009;426.431.999
156;1.000.011.505.380.000.000.000.000.000.000.000;8377;Adela Sobotkova;2017-09-14 08:23:33.738 GMT;Adela Sobotkova;2017-09-14 08:32:15 GMT;8377;Burial Mound;Legacy verification; ;Annual agriculture;Scrub;Lower slope;42.643.839.826.899.900;26.743.007.372.299.900;4.721.297.057.000.000.000.000;478.932.369.467.524;3.0;78; ;Northeast;#306-308;files/app/d6131535-c695-49e2-a4f1-0accd43fd1a7_image-1505377536065.original.jpg;0;25; ; ; ;0.000000000000000;0.000000000000000; ;Other;"field stones from RT piledvon the NW side;";No; ; ;2 - minor damage;Looting; ;3 - impaired;Looting;Unknown;"[01, round,3,1;02,tail,7,1.5,1]"; ;files/app/5bfff278-eb7c-4987-a876-099f66af3507_image-1505377919511.original.jpg;1103;1,00E+18;203383;Samuel Riley;2017-09-21 10:10:55.769 GMT;Samuel Riley;2017-09-21 10:10:55 GMT;203383;Samuel Riley;2017-09-21 13:10:47+03:00;426.435.589.494.532;267.428.686.742.465;472.126.590.275.677;478.920.904.514.267; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21-09-2017; ; ; ; ;8377;top;267.430.000;426.437.988
157;1.000.011.505.380.000.000.000.000.000.000.000;8378;Adela Sobotkova;2017-09-14 08:35:53.192 GMT;Adela Sobotkova;2017-09-14 08:35:53 GMT;8378;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.643.917.982.399.900;26.741.697.326.099.900;4.721.306.063.000.000.000.000;47.882.500.151.076;3.0;79; ;West;#309;files/app/0da2d1ea-f744-4f01-8d8a-8a7142798401_image-1505378206379.original.jpg;0;30; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.416.992;426.439.018
158;1.000.011.505.380.000.000.000.000.000.000.000;8379;Adela Sobotkova;2017-09-14 08:44:55.044 GMT;Adela Sobotkova;2017-09-14 08:44:55 GMT;8379;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Lower slope;42.644.310.613.899.900;26.740.553.971.699.900;4.721.349.947.999.990.000.000;478.731.405.904.207;3.0;80; ;Northwest;#310;files/app/2e91c015-3c81-4c18-82b7-c65324b2b7cd_image-1505378708184.original.jpg;0;25; ; ; ;0.000000000000000;0.000000000000000; ;Loose artefacts;loose red fw, medium thickness X;Yes;Roman; ;3 - damaged;Agriculture; ;2 - good;Agriculture;Last month; ; ; ;1099;1,00E+18;203381;Samuel Riley;2017-09-21 10:10:16.361 GMT;Samuel Riley;2017-09-21 10:10:16 GMT;203381;Samuel Riley;2017-09-21 13:10:07+03:00;426.442.106.560.022;267.404.316.122.704;472.133.887.947.292;478.721.341.183.596; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21-09-2017; ; ; ; ;8379;top;267.406.006;426.442.986
159;1.000.011.505.380.000.000.000.000.000.000.000;8380;Adela Sobotkova;2017-09-14 08:48:55.879 GMT;Adela Sobotkova;2017-09-14 08:48:55 GMT;8380;Burial Mound;Survey;necropolis;Annual agriculture;Annual agriculture;Lower slope;42.644.703.762.299.900;26.740.411.808.000.000;4.721.393.639.999.990.000.000;478.719.885.744.576;3.0;81; ;North; ;files/app/26923a6a-919d-4331-a774-af855e94946e_image-1505378970657.original.jpg;0;18; ; ; ;0.000000000000000;0.000000000000000; ;Loose artefacts; ;Yes;Roman; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.404.003;426.446.991
160;1.000.011.505.380.000.000.000.000.000.000.000;8381;Adela Sobotkova;2017-09-14 09:00:46.065 GMT;Adela Sobotkova;2017-09-14 09:00:46 GMT;8381;Extinct Burial Mound;Legacy verification;no mound, large light brown soilmark CA 100 m across;Annual agriculture;Annual agriculture;Lower slope;42.644.601.780.499.900;26.743.809.320.800.000;4.721.381.466.000.000.000.000;478.998.367.587.444;3.0;82; ;South;#312;files/app/6605069d-3c7c-45b3-b713-68cc6487b0c2_image-1505379729176.original.jpg;0;0; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;No observation; ;5- none or nearly none;Agriculture;Last month; ; ; ;1104;1,00E+18;203384;Samuel Riley;2017-09-21 10:11:10.907 GMT;Samuel Riley;2017-09-21 10:11:10 GMT;203384;Samuel Riley;2017-09-21 13:11:02+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21-09-2017; ; ; ; ;8381;top;267.437.992;426.445.999
161;1.000.011.505.380.000.000.000.000.000.000.000;8382;Adela Sobotkova;2017-09-14 09:56:40.246 GMT;Adela Sobotkova;2017-09-14 09:56:40 GMT;8382;Surface Scatter;Survey;Roman villa;Annual agriculture;Annual agriculture;Upper slope;42.652.479.448.999.900;26.739.958.291.800.000;4.722.257.178.000.000.000.000;478.685.363.039.505;3.0;83; ;East;#320-322;files/app/43bfecd9-b942-4fa5-9e66-d78cf87a2392_image-1505383018077.original.jpg;0;150; ; ; ;0.000000000000000;0.000000000000000; ;Artefact scatter;tiles, bricks, pithos rim, wasters, fineware, cookware, hardwired handmade pottery, sample taken;Yes;Roman; ;3 - damaged;Agriculture; ;2 - good;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.399.998;426.525.002
162;1.000.011.505.390.000.000.000.000.000.000.000;8383;Adela Sobotkova;2017-09-14 10:49:04.543 GMT;Adela Sobotkova;2017-09-14 10:49:04 GMT;8383;Surface Scatter;Survey; ;Annual agriculture;Annual agriculture;Upper slope;42.652.286.822.599.900;26.730.077.140.700.000;4.722.238.326.999.990.000.000;477.875.373.626.825;3.0;84; ;East;#323;files/app/de024cb6-26a2-4825-92f7-95417363acda_image-1505386158127.original.jpg;0;150; ; ; ;0.000000000000000;0.000000000000000; ;Artefact scatter; ;Yes;ancient wasters, pottery, brick, tiles,less fancy than 8382; ;0 - No observation;Agriculture; ;2 - good;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.301.006;426.523.018
163;1.000.011.505.390.000.000.000.000.000.000.000;8384;Adela Sobotkova;2017-09-14 10:56:53.051 GMT;Adela Sobotkova;2017-09-14 11:01:23 GMT;8384;Burial Mound;Survey;north most mound on the ridge;Scrub;Pasture (grassland);Hilltop;42.651.347.727.500.000;26.727.512.613.700.000;4.722.134.722.000.000.000.000;477.664.832.228.927;3.0;85; ;Southwest;#325;files/app/5df45b26-6043-4b44-948a-9112ec42c3dc_image-1505386699041.original.jpg;0;25; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Anthropogenic;perhaps road cut;1 - full;Topographic or post-depositional;Unknown; ;tiny bit of rose scrub on top; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.275.009;426.512.985
164;1.000.011.505.390.000.000.000.000.000.000.000;8385;Adela Sobotkova;2017-09-14 11:03:37.885 GMT;Adela Sobotkova;2017-09-14 11:10:51 GMT;8385;Burial Mound;Legacy verification;hilltop mound behind water station;Scrub;Scrub;Hilltop;42.650.424.530.800.000;26.727.649.526.699.900;4.722.032.173.000.000.000.000;477.675.724.529.691;3.0;86; ;Southeast;#327;files/app/1498a94b-4f80-4db8-98d9-3700b1f227ef_image-1505387046702.original.jpg;3;30;2; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;2 - good;Topographic or post-depositional;Unknown;"[01,oblong,8,4,1.5,on top in the middle with scrub inside;02, crescent,7,2.5,1,southside]"; ;files/app/fc4e26db-45ca-4e57-a94d-040d80996ab9_image-1505387431056.original.jpg;1022;1,00E+18;203348;Samuel Riley;2017-09-21 09:52:52.970 GMT;Samuel Riley;2017-09-21 09:52:52 GMT;203348;Samuel Riley;2017-09-21 12:52:40+03:00;426.502.884.519.972;267.275.810.528.884;472.201.708.042.839;47.767.006.312.213; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21-09-2017; ; ; ; ;8385;top;267.276.001;426.503.983
165;1.000.011.505.390.000.000.000.000.000.000.000;8386;Adela Sobotkova;2017-09-14 11:11:48.655 GMT;Adela Sobotkova;2017-09-14 11:11:48 GMT;8386;Extinct Burial Mound;Legacy verification;mound converted into a water station;Scrub;Pasture (grassland);Hilltop;42.649.928.317.499.900;26.727.749.408.099.900;4.721.977.046.000.000.000.000;477.683.734.318.153;3.0;0; ;South;#328;files/app/3aca0284-4f56-407c-b138-d8fc717e189c_image-1505387581682.original.jpg - files/app/f86e3fb4-5515-4e09-8bcd-44f3c278cd9f_image-1505387591416.original.jpg;3;30; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;Urban development; ;5- none or nearly none;Infrastructure;Unknown; ; ; ;1090;1,00E+18;203376;Samuel Riley;2017-09-21 10:08:02.498 GMT;Samuel Riley;2017-09-21 10:08:02 GMT;203376;Samuel Riley;2017-09-21 13:07:49+03:00;42.648.943.769.026;267.278.893.006.285;472.186.768.335.381;477.694.849.477.495; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21-09-2017; ; ; ; ;8386;90;267.276.993;426.498.985
166;1.000.011.505.460.000.000.000.000.000.000.000;8387;Adela Sobotkova;2017-09-15 05:58:29.141 GMT;Adela Sobotkova;2017-09-15 06:05:25 GMT;8387;Burial Mound;Legacy verification;mound with geodetic matker;Annual agriculture;Scrub;Hilltop;42.370.690.334.499.900;26.688.176.142.800.000;4.690.981.964.999.990.000.000;474.325.900.682.492;3.0;88;204.9;West;#329;files/app/efc17309-87f3-4a48-ab4b-8c9773288526_image-1505455178772.original.jpg;0;33; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;2 - good;Looting;Unknown;01,round,4,1.7,older than 5 years overgrown; ;files/app/4d87cdbe-a6b4-4b15-9725-c17abd17b02e_image-1505455508960.original.jpg;1701;1,00E+18;204155;Briana Barton;2017-09-21 14:10:43.887 GMT;Briana Barton;2017-09-21 14:10:43 GMT;204155;Briana Barton;2017-09-21 17:10:37+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21-09-2017; ; ; ; ;8387;top;266.882.000;423.707.008
167;1.000.011.505.460.000.000.000.000.000.000.000;8388;Adela Sobotkova;2017-09-15 06:08:45.927 GMT;Adela Sobotkova;2017-09-15 06:08:45 GMT;8388;Uncertain Mound;Survey;uncertain small mound, light brown soilmark next to 8387 and 8389;Annual agriculture;Annual agriculture;Hilltop;42.369.983.756.899.900;26.687.469.945.600.000;4.690.903.723.000.000.000.000;474.267.467.295.664;3.0;89; ;Southwest;#330;files/app/68947fa7-3efb-4d2d-9b58-c6aebe7307d5_image-1505455834494.original.jpg;0;15; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;266.875.000;423.699.989
168;1.000.011.505.460.000.000.000.000.000.000.000;8389;Adela Sobotkova;2017-09-15 06:14:23.507 GMT;Adela Sobotkova;2017-09-15 06:19:25 GMT;8389;Burial Mound;Survey;mound and soilmark;Annual agriculture;Annual agriculture;Hilltop;42.370.098.771.300.000;26.686.909.124.900.000;4.690.916.663.999.990.000.000;474.221.338.445.278;3.0;90; ;West;#331,333;files/app/17f3a13f-9119-4cfd-a605-943b305c60e1_image-1505456087470.original.jpg;1;28;0.8; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ;animal burrow in the centre showing 20 cm cultural layer, and 20 cm of limestone bedrock;files/app/8f7e3442-9bb2-4a06-84ef-1ed2dba8f916_image-1505456300123.original.jpg;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;266.868.992;423.700.981
169;1.000.011.505.460.000.000.000.000.000.000.000;8390;Adela Sobotkova;2017-09-15 06:26:09.182 GMT;Adela Sobotkova;2017-09-15 06:26:09 GMT;8390;Burial Mound;Survey; ;Annual agriculture;Other (explain in notes) (dirt road);Upper slope;42.370.466.182.000.000;26.685.304.926.600.000;4.690.957.946.999.990.000.000;474.089.405.998.344;3.0;91; ;Northeast;#334;files/app/0078942c-0a67-4298-8fa5-1d0a488c26a2_image-1505456797915.original.jpg;0;32; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Road cut;agriculture;4 - minimal;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;266.853.008;423.704.987
170;1.000.011.505.460.000.000.000.000.000.000.000;8391;Adela Sobotkova;2017-09-15 06:32:47.950 GMT;Adela Sobotkova;2017-09-15 06:32:47 GMT;8391;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Hilltop;42.370.024.155.199.900;26.684.225.500.499.900;4.690.909.196.000.000.000.000;474.000.348.469.639;3.0;92; ;Northeast;#337;files/app/b9d0cbf8-273e-4b96-a99c-13dbe58821d0_image-1505457167203.original.jpg;0;35; ; ; ;0.000000000000000;0.000000000000000; ;Loose artefacts;red fw medium thick walled pottery;No; ; ;3 - damaged;Agriculture; ;2 - good;Agriculture;Last month; ; ; ;1706;1,00E+18;204157;Briana Barton;2017-09-21 14:11:57.545 GMT;Briana Barton;2017-09-21 14:11:57 GMT;204157;Briana Barton;2017-09-21 17:11:47+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8391;top;266.842.003;423.699.989
171;1.000.011.505.460.000.000.000.000.000.000.000;8392;Adela Sobotkova;2017-09-15 06:54:49.635 GMT;Adela Sobotkova;2017-09-15 06:54:49 GMT;8392;Burial Mound;Legacy verification;mound is cut by the canal;Annual agriculture;Other (explain in notes) (water canal and field division);Hilltop (local maximum);42.368.722.821.600.000;26.672.503.793.099.900;4.690.768.352.000.000.000.000;473.034.670.826.346;3.0;93; ;North;#340-341;files/app/0ee688e8-1bd5-444a-abe8-dd0f0b248daa_image-1505458533449.original.jpg;0;35; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Construction;canal construction, agriculture;4 - minimal;Agriculture;Last month; ; ; ;1709;1,00E+18;204158;Briana Barton;2017-09-21 14:12:23.409 GMT;Briana Barton;2017-09-21 14:12:23 GMT;204158;Briana Barton;2017-09-21 17:12:12+03:00;423.682.436.285.624;2.667.296.843.031;46.907.149.969.248;473.072.723.426.975; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8392;35;266.725.006;423.686.981
